date,open,high,low,close,volume
1986-08-28,0.0633,0.0639,0.0633,0.0633,3427200
1986-08-29,0.0633,0.0639,0.0606,0.0617,25430400
1986-09-02,0.0617,0.0617,0.0592,0.0601,5212800
1986-09-03,0.0595,0.0595,0.0568,0.0584,18316800
1986-09-04,0.0595,0.0633,0.0595,0.0633,39427200
1986-09-05,0.0633,0.0660,0.0628,0.0660,26352000
1986-09-08,0.0660,0.0666,0.0655,0.0655,9619200
1986-09-09,0.0655,0.0682,0.0655,0.0666,37526400
1986-09-10,0.0666,0.0671,0.0655,0.0655,10886400
1986-09-11,0.0655,0.0660,0.0628,0.0628,35654400
1986-09-12,0.0628,0.0633,0.0611,0.0611,24451200
1986-09-15,0.0611,0.0622,0.0601,0.0622,22492800
1986-09-16,0.0622,0.0628,0.0611,0.0622,5184000
1986-09-17,0.0622,0.0649,0.0617,0.0639,8035200
1986-09-18,0.0639,0.0655,0.0639,0.0644,5356800
1986-09-19,0.0644,0.0649,0.0639,0.0644,2505600
1986-09-22,0.0644,0.0644,0.0639,0.0639,4492800
1986-09-23,0.0639,0.0655,0.0639,0.0649,5961600
1986-09-24,0.0649,0.0649,0.0639,0.0641,4780800
1986-09-25,0.0641,0.0644,0.0628,0.0628,5155200
1986-09-26,0.0628,0.0633,0.0622,0.0628,2332800
1986-09-29,0.0628,0.0628,0.0611,0.0611,6192000
1986-09-30,0.0611,0.0622,0.0611,0.0611,5184000
1986-10-01,0.0611,0.0622,0.0595,0.0606,32428800
1986-10-02,0.0606,0.0617,0.0601,0.0606,22723200
1986-10-03,0.0606,0.0617,0.0606,0.0611,14716800
1986-10-06,0.0628,0.0671,0.0628,0.0660,85334400
1986-10-07,0.0660,0.0687,0.0660,0.0674,59788800
1986-10-08,0.0674,0.0701,0.0666,0.0693,119606400
1986-10-09,0.0693,0.0731,0.0693,0.0714,92563200
1986-10-10,0.0714,0.0763,0.0703,0.0747,76752000
1986-10-13,0.0747,0.0747,0.0714,0.0714,27129600
1986-10-14,0.0720,0.0731,0.0720,0.0725,12873600
1986-10-15,0.0725,0.0763,0.0725,0.0758,63532800
1986-10-16,0.0758,0.0763,0.0752,0.0758,21859200
1986-10-17,0.0758,0.0785,0.0758,0.0779,124444800
1986-10-20,0.0779,0.0795,0.0763,0.0785,43545600
1986-10-21,0.0790,0.0817,0.0790,0.0817,112377600
1986-10-22,0.0817,0.0825,0.0812,0.0817,54576000
1986-10-23,0.0817,0.0823,0.0809,0.0817,70444800
1986-10-24,0.0817,0.0817,0.0790,0.0812,101376000
1986-10-27,0.0817,0.0839,0.0817,0.0839,125654400
1986-10-28,0.0839,0.0871,0.0839,0.0858,142646400
1986-10-29,0.0858,0.0860,0.0823,0.0833,53222400
1986-10-30,0.0833,0.0860,0.0828,0.0850,44380800
1986-10-31,0.0850,0.0860,0.0833,0.0839,63734400
1986-11-03,0.0844,0.0860,0.0844,0.0855,42192000
1986-11-04,0.0855,0.0887,0.0855,0.0887,54403200
1986-11-05,0.0887,0.0947,0.0882,0.0942,45100800
1986-11-06,0.0942,0.0985,0.0936,0.0963,72576000
1986-11-07,0.0963,0.0969,0.0942,0.0958,44323200
1986-11-10,0.0958,0.0958,0.0914,0.0920,28684800
1986-11-11,0.0925,0.0936,0.0925,0.0925,11894400
1986-11-12,0.0925,0.0947,0.0914,0.0925,34156800
1986-11-13,0.0925,0.0931,0.0909,0.0912,30211200
1986-11-14,0.0912,0.0920,0.0893,0.0920,18720000
1986-11-17,0.0920,0.0936,0.0909,0.0925,24307200
1986-11-18,0.0925,0.0931,0.0877,0.0877,59673600
1986-11-19,0.0877,0.0914,0.0877,0.0909,48729600
1986-11-20,0.0909,0.0979,0.0909,0.0979,98179200
1986-11-21,0.0985,0.1023,0.0985,0.1012,91065600
1986-11-24,0.1012,0.1098,0.0979,0.1093,173836800
1986-11-25,0.1093,0.1109,0.1088,0.1104,95788800
1986-11-26,0.1104,0.1109,0.1093,0.1093,38793600
1986-11-28,0.1093,0.1098,0.1066,0.1077,41328000
1986-12-01,0.1077,0.1082,0.1050,0.1055,40291200
1986-12-02,0.1061,0.1082,0.1061,0.1061,28771200
1986-12-03,0.1061,0.1071,0.1050,0.1053,35164800
1986-12-04,0.1053,0.1077,0.1044,0.1066,42508800
1986-12-05,0.1066,0.1071,0.1061,0.1061,107510400
1986-12-08,0.1061,0.1071,0.1034,0.1050,22665600
1986-12-09,0.1050,0.1055,0.1039,0.1044,16099200
1986-12-10,0.1044,0.1055,0.1034,0.1053,27590400
1986-12-11,0.1053,0.1066,0.1050,0.1061,11635200
1986-12-12,0.1061,0.1061,0.1023,0.1023,25286400
1986-12-15,0.1023,0.1028,0.0979,0.0996,50774400
1986-12-16,0.1001,0.1023,0.1001,0.1006,77299200
1986-12-17,0.1006,0.1023,0.1006,0.1017,23356800
1986-12-18,0.1017,0.1028,0.1012,0.1026,12672000
1986-12-19,0.1028,0.1061,0.1028,0.1050,56592000
1986-12-22,0.1050,0.1071,0.1050,0.1061,18316800
1986-12-23,0.1061,0.1071,0.1061,0.1071,23788800
1986-12-24,0.1071,0.1071,0.1066,0.1069,7027200
1986-12-26,0.1069,0.1077,0.1066,0.1066,3715200
1986-12-29,0.1066,0.1077,0.1023,0.1023,41702400
1986-12-30,0.1023,0.1039,0.1012,0.1034,25401600
1986-12-31,0.1034,0.1061,0.1034,0.1044,23356800
1987-01-02,0.1044,0.1055,0.1028,0.1034,12643200
1987-01-05,0.1034,0.1104,0.1028,0.1093,48499200
1987-01-06,0.1093,0.1115,0.1088,0.1109,40032000
1987-01-07,0.1109,0.1169,0.1109,0.1169,60998400
1987-01-08,0.1174,0.1218,0.1174,0.1207,61488000
1987-01-09,0.1207,0.1261,0.1201,0.1255,63705600
1987-01-12,0.1255,0.1347,0.1245,0.1337,128793600
1987-01-13,0.1326,0.1326,0.1277,0.1299,76320000
1987-01-14,0.1299,0.1304,0.1272,0.1299,69465600
1987-01-15,0.1299,0.1402,0.1299,0.1369,117014400
1987-01-16,0.1369,0.1369,0.1310,0.1337,65433600
1987-01-19,0.1337,0.1385,0.1310,0.1385,88243200
1987-01-20,0.1385,0.1439,0.1380,0.1407,95760000
1987-01-21,0.1407,0.1504,0.1380,0.1466,108489600
1987-01-22,0.1466,0.1618,0.1423,0.1613,116035200
1987-01-23,0.1613,0.1677,0.1461,0.1461,317894400
1987-01-26,0.1472,0.1504,0.1423,0.1488,116553600
1987-01-27,0.1488,0.1569,0.1488,0.1548,114105600
1987-01-28,0.1548,0.1575,0.1504,0.1553,76723200
1987-01-29,0.1553,0.1569,0.1456,0.1488,79228800
1987-01-30,0.1488,0.1585,0.1466,0.1583,104169600
1987-02-02,0.1583,0.1613,0.1580,0.1580,46915200
1987-02-03,0.1580,0.1596,0.1526,0.1553,59328000
1987-02-04,0.1553,0.1564,0.1537,0.1558,31737600
1987-02-05,0.1558,0.1569,0.1531,0.1548,42652800
1987-02-06,0.1548,0.1556,0.1483,0.1491,45619200
1987-02-09,0.1488,0.1488,0.1469,0.1477,136080000
1987-02-10,0.1477,0.1483,0.1445,0.1483,44668800
1987-02-11,0.1488,0.1553,0.1488,0.1553,60307200
1987-02-12,0.1553,0.1669,0.1553,0.1661,185731200
1987-02-13,0.1661,0.1683,0.1607,0.1645,81763200
1987-02-17,0.1645,0.1661,0.1607,0.1656,70732800
1987-02-18,0.1656,0.1683,0.1548,0.1553,128592000
1987-02-19,0.1548,0.1548,0.1472,0.1488,317750400
1987-02-20,0.1488,0.1488,0.1450,0.1472,87897600
1987-02-23,0.1472,0.1585,0.1439,0.1564,125913600
1987-02-24,0.1564,0.1645,0.1564,0.1640,120816000
1987-02-25,0.1640,0.1669,0.1602,0.1613,65001600
1987-02-26,0.1613,0.1721,0.1580,0.1672,145209600
1987-02-27,0.1672,0.1683,0.1634,0.1661,37555200
1987-03-02,0.1661,0.1661,0.1602,0.1613,79516800
1987-03-03,0.1613,0.1629,0.1591,0.1613,81100800
1987-03-04,0.1613,0.1732,0.1607,0.1726,98179200
1987-03-05,0.1726,0.1845,0.1726,0.1807,128188800
1987-03-06,0.1807,0.1818,0.1759,0.1802,63561600
1987-03-09,0.1802,0.1807,0.1759,0.1769,38275200
1987-03-10,0.1769,0.1845,0.1764,0.1824,74102400
1987-03-11,0.1851,0.1861,0.1829,0.1851,43862400
1987-03-12,0.1851,0.1872,0.1807,0.1859,71337600
1987-03-13,0.1859,0.1872,0.1753,0.1791,105120000
1987-03-16,0.1786,0.1786,0.1726,0.1780,88473600
1987-03-17,0.1780,0.1851,0.1775,0.1840,54547200
1987-03-18,0.1851,0.1953,0.1851,0.1937,119347200
1987-03-19,0.1937,0.1975,0.1905,0.1975,62812800
1987-03-20,0.1975,0.1975,0.1943,0.1953,38246400
1987-03-23,0.1953,0.1981,0.1921,0.1940,67478400
1987-03-24,0.1894,0.1964,0.1894,0.1953,69609600
1987-03-25,0.1953,0.1964,0.1932,0.1945,33840000
1987-03-26,0.1945,0.1948,0.1926,0.1932,33379200
1987-03-27,0.1943,0.2029,0.1943,0.1986,120873600
1987-03-30,0.1986,0.2094,0.1916,0.2094,186134400
1987-03-31,0.2067,0.2143,0.2067,0.2094,125337600
1987-04-01,0.2094,0.2137,0.1959,0.1970,259430400
1987-04-02,0.2002,0.2100,0.2002,0.2056,159955200
1987-04-03,0.2056,0.2170,0.2056,0.2159,155606400
1987-04-06,0.2159,0.2164,0.2110,0.2148,98956800
1987-04-07,0.2148,0.2148,0.2035,0.2035,73728000
1987-04-08,0.2035,0.2116,0.2035,0.2094,106214400
1987-04-09,0.2094,0.2094,0.2040,0.2056,71568000
1987-04-10,0.2056,0.2072,0.2051,0.2070,43372800
1987-04-13,0.2067,0.2067,0.1991,0.2002,50256000
1987-04-14,0.2002,0.2067,0.1970,0.2035,87379200
1987-04-15,0.2051,0.2100,0.2051,0.2078,95961600
1987-04-16,0.2078,0.2175,0.2072,0.2132,188092800
1987-04-20,0.2132,0.2154,0.2067,0.2072,100310400
1987-04-21,0.2072,0.2121,0.2029,0.2105,113184000
1987-04-22,0.2105,0.2137,0.2105,0.2132,74678400
1987-04-23,0.2132,0.2154,0.2100,0.2132,48326400
1987-04-24,0.2132,0.2154,0.2105,0.2143,54172800
1987-04-27,0.2143,0.2159,0.2105,0.2143,53107200
1987-04-28,0.2143,0.2305,0.2121,0.2300,111081600
1987-04-29,0.2300,0.2359,0.2235,0.2235,85161600
1987-04-30,0.2235,0.2300,0.2202,0.2251,88041600
1987-05-01,0.2251,0.2278,0.2224,0.2273,37843200
1987-05-04,0.2273,0.2332,0.2262,0.2316,34531200
1987-05-05,0.2321,0.2505,0.2321,0.2505,110995200
1987-05-06,0.2505,0.2527,0.2435,0.2446,153504000
1987-05-07,0.2446,0.2565,0.2430,0.2560,289699200
1987-05-08,0.2565,0.2776,0.2565,0.2738,150048000
1987-05-11,0.2738,0.2738,0.2660,0.2662,127382400
1987-05-12,0.2662,0.2689,0.2532,0.2570,148464000
1987-05-13,0.2587,0.2646,0.2587,0.2635,73382400
1987-05-14,0.2635,0.2706,0.2635,0.2657,59961600
1987-05-15,0.2652,0.2652,0.2581,0.2581,84326400
1987-05-18,0.2581,0.2581,0.2424,0.2495,172598400
1987-05-19,0.2495,0.2495,0.2408,0.2408,78336000
1987-05-20,0.2397,0.2397,0.2321,0.2370,228355200
1987-05-21,0.2376,0.2440,0.2376,0.2413,93312000
1987-05-22,0.2413,0.2424,0.2332,0.2343,64627200
1987-05-26,0.2343,0.2381,0.2338,0.2370,46886400
1987-05-27,0.2370,0.2424,0.2359,0.2370,48758400
1987-05-28,0.2370,0.2522,0.2365,0.2516,108662400
1987-05-29,0.2516,0.2560,0.2489,0.2495,80380800
1987-06-01,0.2495,0.2495,0.2446,0.2446,30326400
1987-06-02,0.2446,0.2484,0.2403,0.2435,51552000
1987-06-03,0.2446,0.2484,0.2446,0.2451,21628800
1987-06-04,0.2451,0.2451,0.2419,0.2435,20390400
1987-06-05,0.2435,0.2446,0.2316,0.2365,59270400
1987-06-08,0.2365,0.2381,0.2327,0.2376,111571200
1987-06-09,0.2376,0.2381,0.2348,0.2359,25833600
1987-06-10,0.2359,0.2370,0.2192,0.2240,176256000
1987-06-11,0.2278,0.2289,0.2105,0.2110,268704000
1987-06-12,0.2110,0.2197,0.2105,0.2127,196156800
1987-06-15,0.2127,0.2159,0.2083,0.2127,125222400
1987-06-16,0.2127,0.2197,0.2121,0.2170,73526400
1987-06-17,0.2181,0.2251,0.2181,0.2246,71078400
1987-06-18,0.2240,0.2273,0.2208,0.2270,56188800
1987-06-19,0.2278,0.2300,0.2251,0.2262,40809600
1987-06-22,0.2273,0.2273,0.2229,0.2246,87436800
1987-06-23,0.2246,0.2246,0.2175,0.2224,100771200
1987-06-24,0.2235,0.2294,0.2235,0.2267,82684800
1987-06-25,0.2262,0.2273,0.2240,0.2262,44035200
1987-06-26,0.2267,0.2278,0.2246,0.2267,21945600
1987-06-29,0.2267,0.2267,0.2219,0.2256,25632000
1987-06-30,0.2262,0.2267,0.2202,0.2208,38332800
1987-07-01,0.2202,0.2235,0.2197,0.2219,21945600
1987-07-02,0.2224,0.2224,0.2137,0.2164,56880000
1987-07-06,0.2159,0.2186,0.2100,0.2110,65491200
1987-07-07,0.2105,0.2105,0.1937,0.1953,197078400
1987-07-08,0.1970,0.2051,0.1916,0.2018,193449600
1987-07-09,0.2029,0.2121,0.2018,0.2072,92707200
1987-07-10,0.2062,0.2110,0.2035,0.2100,75830400
1987-07-13,0.2100,0.2154,0.2078,0.2148,48326400
1987-07-14,0.2164,0.2278,0.2154,0.2273,152812800
1987-07-15,0.2273,0.2289,0.2213,0.2213,96768000
1987-07-16,0.2219,0.2229,0.2164,0.2208,72979200
1987-07-17,0.2208,0.2251,0.2202,0.2213,51264000
1987-07-20,0.2208,0.2208,0.2148,0.2154,42019200
1987-07-21,0.2154,0.2186,0.2132,0.2148,36547200
1987-07-22,0.2148,0.2175,0.2132,0.2164,53366400
1987-07-23,0.2164,0.2164,0.2035,0.2116,148492800
1987-07-24,0.2121,0.2154,0.2116,0.2132,57744000
1987-07-27,0.2132,0.2159,0.2100,0.2159,41817600
1987-07-28,0.2170,0.2202,0.2148,0.2154,38160000
1987-07-29,0.2154,0.2159,0.2116,0.2148,27676800
1987-07-30,0.2148,0.2148,0.2078,0.2100,55555200
1987-07-31,0.2089,0.2089,0.1991,0.2035,186624000
1987-08-03,0.2035,0.2045,0.1975,0.1986,116352000
1987-08-04,0.1986,0.2029,0.1986,0.2029,135072000
1987-08-05,0.2035,0.2132,0.2029,0.2105,211190400
1987-08-06,0.2110,0.2200,0.2110,0.2186,152553600
1987-08-07,0.2186,0.2262,0.2181,0.2240,171014400
1987-08-10,0.2246,0.2251,0.2219,0.2240,56448000
1987-08-11,0.2251,0.2262,0.2186,0.2197,68544000
1987-08-12,0.2197,0.2202,0.2164,0.2164,42364800
1987-08-13,0.2164,0.2262,0.2164,0.2229,80640000
1987-08-14,0.2229,0.2246,0.2219,0.2240,50832000
1987-08-17,0.2240,0.2256,0.2229,0.2256,33667200
1987-08-18,0.2240,0.2251,0.2197,0.2219,46944000
1987-08-19,0.2219,0.2224,0.2175,0.2219,48902400
1987-08-20,0.2219,0.2289,0.2219,0.2278,82051200
1987-08-21,0.2273,0.2343,0.2273,0.2316,68976000
1987-08-24,0.2316,0.2430,0.2284,0.2419,97747200
1987-08-25,0.2440,0.2527,0.2413,0.2484,185961600
1987-08-26,0.2484,0.2554,0.2473,0.2500,114105600
1987-08-27,0.2500,0.2516,0.2473,0.2505,72432000
1987-08-28,0.2511,0.2624,0.2511,0.2603,114796800
1987-08-31,0.2592,0.2603,0.2527,0.2570,84326400
1987-09-01,0.2554,0.2570,0.2446,0.2457,93859200
1987-09-02,0.2435,0.2495,0.2430,0.2489,78393600
1987-09-03,0.2516,0.2549,0.2462,0.2495,70934400
1987-09-04,0.2495,0.2500,0.2419,0.2424,48355200
1987-09-08,0.2419,0.2424,0.2343,0.2413,96336000
1987-09-09,0.2424,0.2468,0.2413,0.2440,60710400
1987-09-10,0.2451,0.2505,0.2446,0.2478,58176000
1987-09-11,0.2478,0.2522,0.2468,0.2516,41040000
1987-09-14,0.2522,0.2597,0.2522,0.2581,94464000
1987-09-15,0.2587,0.2587,0.2516,0.2551,39052800
1987-09-16,0.2554,0.2597,0.2527,0.2527,57715200
1987-09-17,0.2532,0.2543,0.2462,0.2511,69436800
1987-09-18,0.2511,0.2511,0.2468,0.2489,31651200
1987-09-21,0.2316,0.2478,0.2294,0.2316,42774336
1987-09-22,0.2316,0.2500,0.2294,0.2478,82006416
1987-09-23,0.2500,0.2614,0.2500,0.2608,107696016
1987-09-24,0.2597,0.2738,0.2597,0.2652,118438416
1987-09-25,0.2662,0.2814,0.2652,0.2684,82454400
1987-09-28,0.2684,0.2825,0.2673,0.2771,95542416
1987-09-29,0.2792,0.2825,0.2755,0.2781,57411216
1987-09-30,0.2771,0.2884,0.2771,0.2868,85680000
1987-10-01,0.2868,0.2976,0.2857,0.2965,127222416
1987-10-02,0.2987,0.3149,0.2976,0.3139,131644800
1987-10-05,0.3182,0.3420,0.3182,0.3420,184320000
1987-10-06,0.3420,0.3431,0.3176,0.3193,203040000
1987-10-07,0.3203,0.3258,0.3095,0.3160,125638416
1987-10-08,0.3171,0.3214,0.3009,0.3117,96940800
1987-10-09,0.3128,0.3258,0.3106,0.3106,93888000
1987-10-12,0.3117,0.3160,0.2987,0.3095,117187200
1987-10-13,0.3128,0.3203,0.3074,0.3171,96809616
1987-10-14,0.3171,0.3236,0.3063,0.3084,114220800
1987-10-15,0.3052,0.3149,0.3030,0.3052,128822400
1987-10-16,0.3052,0.3225,0.2781,0.2803,210240000
1987-10-19,0.2662,0.2749,0.1948,0.1959,146880000
1987-10-20,0.1991,0.2251,0.1861,0.2078,324000000
1987-10-21,0.2240,0.2619,0.2164,0.2452,262080000
1987-10-22,0.2457,0.2511,0.2208,0.2305,223200000
1987-10-23,0.2273,0.2294,0.2056,0.2089,112764816
1987-10-26,0.2013,0.2078,0.1613,0.1699,148320000
1987-10-27,0.1764,0.1861,0.1699,0.1786,234720000
1987-10-28,0.1732,0.1840,0.1667,0.1786,149760000
1987-10-29,0.1786,0.2110,0.1786,0.2067,167040000
1987-10-30,0.2154,0.2262,0.2100,0.2154,168480000
1987-11-02,0.2132,0.2208,0.2100,0.2175,84771216
1987-11-03,0.2132,0.2164,0.1894,0.2078,116150400
1987-11-04,0.2035,0.2197,0.1991,0.2110,95340816
1987-11-05,0.2121,0.2219,0.2110,0.2186,81430416
1987-11-06,0.2175,0.2186,0.2035,0.2056,75353616
1987-11-09,0.2024,0.2056,0.1970,0.2035,86585616
1987-11-10,0.2013,0.2100,0.1970,0.2035,91164816
1987-11-11,0.2056,0.2132,0.2045,0.2121,54617616
1987-11-12,0.2197,0.2251,0.2121,0.2164,99171216
1987-11-13,0.2164,0.2175,0.2089,0.2089,58492800
1987-11-16,0.2110,0.2154,0.2056,0.2067,59472000
1987-11-17,0.2024,0.2056,0.1959,0.2024,69321600
1987-11-18,0.2056,0.2078,0.1948,0.2078,89308800
1987-11-19,0.2089,0.2100,0.1991,0.2002,75024000
1987-11-20,0.1970,0.2067,0.1937,0.2056,82467216
1987-11-23,0.2045,0.2110,0.2035,0.2067,44640000
1987-11-24,0.2100,0.2121,0.1970,0.2056,72230400
1987-11-25,0.2056,0.2067,0.1991,0.1991,32153616
1987-11-27,0.1991,0.2002,0.1948,0.1959,18316800
1987-11-30,0.1916,0.1948,0.1753,0.1937,164160000
1987-12-01,0.1926,0.1981,0.1861,0.1894,73539216
1987-12-02,0.1883,0.1937,0.1851,0.1905,68515200
1987-12-03,0.1916,0.1937,0.1742,0.1748,127670400
1987-12-04,0.1742,0.1835,0.1732,0.1818,121750416
1987-12-07,0.1861,0.1894,0.1829,0.1872,66211200
1987-12-08,0.1872,0.2056,0.1861,0.2056,112521600
1987-12-09,0.2045,0.2089,0.1991,0.2002,83792016
1987-12-10,0.1970,0.2143,0.1916,0.2056,165600000
1987-12-11,0.2067,0.2100,0.2024,0.2078,72473616
1987-12-14,0.2078,0.2208,0.2067,0.2197,95110416
1987-12-15,0.2219,0.2246,0.2164,0.2219,112217616
1987-12-16,0.2186,0.2370,0.2175,0.2348,105536016
1987-12-17,0.2370,0.2370,0.2240,0.2251,94016016
1987-12-18,0.2273,0.2327,0.2251,0.2251,52486416
1987-12-21,0.2273,0.2316,0.2197,0.2229,51161616
